10	10
0	25	1	74	2	8	3	36	4	51	5	17	6	62	7	56	8	44	9	21	
0	43	2	90	4	74	9	9	3	72	1	30	6	46	5	46	7	70	8	33	
1	94	0	90	3	39	2	75	8	89	5	10	7	15	6	92	9	37	4	34	
1	84	2	95	0	68	4	102	6	10	8	54	7	83	3	102	9	20	5	45	
2	13	0	-1	1	24	5	64	3	27	4	69	8	24	7	46	9	71	6	50	
2	87	1	0	5	50	3	101	8	52	9	76	0	49	6	67	4	7	7	25	
1	47	0	38	3	63	2	10	6	32	5	23	9	30	8	87	7	33	4	53	
2	24	0	90	1	51	5	75	4	32	6	86	8	20	9	50	7	34	3	81	
0	75	1	65	3	71	5	48	2	86	9	10	6	33	7	86	4	27	8	82	
1	86	0	15	2	61	6	5	8	61	9	79	5	45	3	50	4	92	7	48	
