20	20
6	64	1	57	15	81	2	99	19	59	13	87	16	94	18	62	3	20	12	14	14	85	5	46	10	47	7	9	8	94	9	9	0	15	17	63	11	1	4	94	
8	39	6	96	10	88	9	83	19	77	1	57	0	83	17	3	2	78	11	68	7	64	13	96	18	32	15	25	4	46	14	44	5	6	3	58	16	42	12	91	
1	96	3	69	4	88	12	60	0	22	14	92	7	62	19	14	10	89	11	41	5	94	18	66	13	10	15	53	16	26	8	15	9	65	2	82	17	10	6	27	
18	93	15	90	10	96	1	70	19	83	9	74	2	28	12	88	4	51	0	57	13	78	16	8	14	7	11	91	3	79	5	18	8	51	17	18	6	99	7	33	
2	4	10	82	12	40	15	86	7	49	14	54	17	21	5	6	8	54	1	68	13	79	0	20	3	39	16	35	4	68	9	73	11	23	18	35	6	31	19	53	
0	94	16	58	10	91	9	32	17	91	8	29	5	56	3	27	19	92	11	9	15	78	2	23	14	19	4	63	12	39	13	29	1	95	6	99	7	79	18	76	
11	93	0	45	1	52	19	42	9	93	10	29	8	61	17	88	18	74	16	15	4	31	3	65	12	83	7	78	6	26	15	50	5	87	14	62	2	14	13	30	
16	18	3	75	8	22	10	4	18	91	7	68	1	19	14	54	19	85	2	73	12	43	6	24	5	37	11	87	17	65	4	32	13	52	9	9	15	48	0	61	
17	35	18	99	15	62	11	6	10	62	12	7	14	80	3	3	1	57	0	7	16	85	9	30	6	96	19	91	7	13	8	87	4	82	2	83	13	79	5	56	
9	85	5	8	3	70	2	90	11	15	4	5	16	59	14	30	7	60	13	41	1	17	18	66	8	89	15	78	12	88	6	69	17	45	19	82	0	5	10	13	
5	90	9	27	18	1	0	8	3	91	16	78	6	89	1	49	2	36	11	27	15	90	19	93	7	6	8	35	4	73	10	47	12	43	17	75	14	8	13	51	
11	3	5	84	9	36	4	28	3	60	15	69	17	45	7	66	18	58	19	87	13	65	1	62	6	97	12	20	10	32	0	33	14	33	16	77	2	50	8	80	
15	51	3	90	4	75	7	96	18	44	13	28	19	18	9	51	2	75	10	17	11	89	14	59	6	56	17	63	12	16	16	14	0	30	8	16	1	7	5	35	
13	57	10	16	16	46	8	34	4	37	1	24	2	68	19	76	14	3	12	8	18	12	17	87	0	83	5	20	9	97	7	20	6	85	3	62	11	9	15	36	
0	63	5	11	4	45	19	10	14	33	8	4	1	41	16	47	15	9	10	74	12	33	2	35	11	78	6	12	7	22	18	44	13	11	3	97	17	10	9	86	
11	33	16	60	17	21	10	96	15	67	12	34	0	94	5	15	4	23	8	84	3	16	7	55	13	50	1	5	18	58	9	35	19	12	6	57	14	11	2	50	
7	72	8	42	5	5	13	60	19	14	16	28	11	16	1	34	14	8	18	50	10	83	6	12	3	49	15	5	4	25	2	39	0	81	9	46	17	67	12	25	
17	83	10	93	15	25	5	40	4	22	14	4	8	43	18	38	13	60	6	23	19	3	3	28	1	86	9	68	11	55	2	91	12	97	16	19	7	70	0	20	
14	28	3	80	16	46	0	98	10	46	18	31	4	96	1	12	5	71	19	31	12	64	9	39	11	16	15	97	13	96	7	49	17	75	8	7	6	79	2	80	
13	71	10	9	3	12	14	8	1	4	8	47	0	93	16	82	19	6	4	49	6	7	9	24	11	92	5	13	2	86	7	80	17	34	12	75	15	35	18	29	
