10	10
0	29	1	79	2	9	3	36	4	49	5	11	6	62	7	58	8	44	9	20	
0	44	2	91	4	75	9	11	3	69	1	28	6	46	5	46	7	70	8	31	
1	91	0	85	3	41	2	74	8	90	5	11	7	12	6	90	9	45	4	33	
1	80	2	95	0	69	4	98	6	9	8	52	7	85	3	98	9	22	5	43	
2	14	0	6	1	21	5	61	3	26	4	69	8	20	7	48	9	72	6	52	
2	84	1	3	5	52	3	95	8	46	9	71	0	47	6	65	4	6	7	25	
1	45	0	38	3	61	2	14	6	32	5	22	9	33	8	89	7	31	4	55	
2	33	0	85	1	46	5	74	4	32	6	89	8	18	9	48	7	35	3	79	
0	76	1	68	3	75	5	52	2	85	9	11	6	40	7	89	4	26	8	74	
1	85	0	13	2	61	6	8	8	63	9	78	5	47	3	52	4	91	7	45	
