30	20
5	59	13	75	3	92	15	33	19	18	9	46	10	59	6	24	12	56	4	52	2	8	14	74	8	90	7	39	16	77	11	40	0	72	17	50	18	60	1	67	
13	44	2	59	15	47	12	14	4	82	9	99	3	35	7	30	5	-2	0	30	8	12	14	22	6	71	19	95	1	74	10	25	18	16	17	23	16	79	11	44	
8	92	5	13	2	26	18	34	17	58	14	80	0	48	4	20	11	79	3	93	16	68	7	24	6	83	1	86	12	40	15	35	10	56	19	94	13	95	9	52	
13	29	8	97	0	33	11	57	3	91	14	17	7	68	4	13	18	78	6	50	19	20	5	30	2	91	9	62	10	86	15	16	17	70	1	28	12	36	16	30	
8	26	6	6	2	85	13	27	16	61	11	74	15	11	12	51	9	52	4	41	19	88	17	81	5	68	3	73	7	43	1	73	10	100	18	10	14	53	0	60	
1	7	13	14	10	78	0	19	2	51	12	95	19	0	5	16	17	22	16	48	18	30	4	14	15	17	8	94	7	50	6	81	14	6	11	52	3	67	9	41	
2	20	3	67	16	2	17	45	10	55	15	5	13	90	12	78	9	23	19	53	8	31	0	26	18	95	11	85	14	83	1	1	5	93	7	57	4	13	6	36	
12	38	10	59	17	34	4	95	3	90	11	36	2	95	19	24	8	31	9	86	13	54	14	87	7	42	18	19	15	39	6	63	16	44	1	88	5	72	0	72	
10	44	14	37	3	61	0	60	7	53	17	55	19	11	2	36	11	68	16	90	6	37	4	7	18	71	1	25	13	92	5	87	12	17	15	68	8	2	9	54	
0	25	2	30	3	47	9	56	8	77	12	18	16	81	13	96	4	5	10	16	6	46	19	3	15	4	1	40	5	22	17	88	7	69	14	82	18	45	11	16	
1	66	4	52	0	48	10	82	15	50	11	3	16	35	9	60	19	16	13	46	14	83	8	65	6	87	17	53	18	97	12	4	2	83	7	8	3	75	5	32	
6	36	5	88	9	41	10	2	0	63	2	58	3	85	12	8	11	55	7	36	13	44	8	95	19	98	14	62	16	38	4	48	17	54	1	87	18	21	15	94	
13	34	19	6	11	49	5	85	2	72	15	19	14	82	4	70	3	84	6	49	10	87	1	32	12	43	18	24	9	65	7	11	16	88	17	30	8	80	0	1	
10	59	3	36	4	74	9	43	17	48	8	75	0	74	19	50	2	74	11	64	12	29	1	46	18	13	15	86	5	36	16	49	6	31	14	51	13	2	7	56	
4	16	14	38	8	59	15	22	11	43	9	9	10	31	1	58	17	49	16	74	5	60	18	56	6	67	13	93	19	69	12	56	7	82	3	88	2	85	0	98	
4	35	9	17	18	21	19	84	3	75	17	59	15	7	16	86	5	18	8	23	11	77	14	82	0	23	2	92	1	68	12	99	6	82	10	47	13	40	7	87	
17	66	10	79	13	76	19	6	0	92	12	7	14	27	18	11	2	87	5	74	11	21	16	91	7	6	4	82	8	67	1	96	15	35	6	10	9	41	3	64	
19	93	13	6	9	95	3	3	6	71	17	33	7	90	16	31	5	59	14	60	15	10	18	30	0	20	2	41	1	46	12	94	8	17	11	52	10	75	4	15	
9	65	11	79	17	89	13	92	3	-2	1	60	10	25	16	86	0	54	5	77	7	25	6	90	4	43	2	14	18	40	15	57	14	6	19	76	8	3	12	101	
17	56	8	13	13	72	7	47	4	100	0	76	6	14	9	101	16	17	18	76	11	30	5	71	10	13	12	98	2	12	19	95	15	33	14	67	3	94	1	80	
17	75	2	39	7	23	16	97	6	37	12	92	14	98	9	0	3	73	18	35	0	3	4	102	5	85	8	23	1	10	19	73	10	0	11	64	15	20	13	53	
0	61	7	32	16	29	12	23	3	86	6	60	19	95	2	7	10	25	9	72	18	27	8	98	13	3	5	93	11	63	4	24	15	63	1	50	17	80	14	31	
10	5	18	13	4	35	5	84	12	32	6	4	9	1	1	98	11	10	13	92	8	67	7	82	17	89	0	14	2	43	14	48	19	73	15	38	16	11	3	3	
14	53	0	19	5	58	11	55	9	95	19	71	10	42	15	66	2	21	3	62	4	25	18	92	17	4	13	4	12	86	7	50	6	64	1	75	16	48	8	90	
11	83	6	97	18	69	14	64	16	65	0	59	17	75	10	55	9	61	2	49	7	72	4	82	19	51	5	36	8	87	1	85	12	5	15	46	13	34	3	78	
18	44	13	31	10	33	12	94	1	37	9	58	0	80	7	92	2	74	5	81	16	66	6	92	17	41	8	26	14	75	3	9	4	45	11	90	19	56	15	31	
14	77	2	74	19	15	10	1	11	74	16	2	9	60	7	97	15	66	1	101	5	15	13	14	4	25	8	89	18	17	0	100	3	44	12	3	6	57	17	54	
0	39	18	83	8	96	9	33	12	83	17	47	16	48	19	34	15	57	11	68	2	81	13	44	3	45	10	61	5	60	7	90	6	13	4	76	1	37	14	71	
18	77	11	96	9	16	14	92	4	39	0	36	16	52	3	49	8	51	6	33	13	17	15	22	7	45	2	79	10	68	12	46	19	7	17	30	5	64	1	18	
16	32	3	77	9	89	6	25	2	69	18	82	11	32	1	34	4	50	0	93	5	50	7	42	12	94	15	52	8	69	14	19	13	60	19	27	10	95	17	63	
