20	10
8	52	7	23	6	71	9	16	2	34	1	24	5	102	4	21	0	53	3	55	
4	55	5	98	3	39	9	79	0	13	8	77	6	77	7	66	2	31	1	42	
5	37	4	92	2	74	6	54	1	19	7	43	0	83	3	34	9	79	8	55	
1	87	5	77	0	93	3	56	2	87	7	38	8	22	6	48	9	83	4	60	
2	101	5	25	6	82	9	92	1	49	3	17	8	79	0	44	7	43	4	96	
1	7	4	61	0	95	2	27	9	10	8	40	5	28	3	76	7	95	6	9	
5	59	9	43	0	46	4	28	6	52	3	16	2	59	1	91	8	50	7	30	
5	10	9	43	8	14	7	71	4	20	6	52	3	41	0	87	1	45	2	48	
1	28	8	52	0	81	2	37	9	42	3	26	5	33	6	98	4	33	7	8	
4	114	3	27	6	78	5	84	2	94	8	69	1	74	9	81	7	45	0	66	
4	24	7	32	9	25	2	21	3	87	8	81	5	76	6	18	1	31	0	17	
8	90	5	28	1	67	7	91	2	23	3	99	6	76	9	115	4	45	0	70	
2	17	4	119	3	48	1	46	8	27	6	79	7	62	0	42	9	48	5	27	
0	80	8	50	3	19	7	98	5	28	2	50	4	94	6	63	1	12	9	94	
9	72	0	75	4	61	8	79	6	37	2	50	5	14	3	55	7	18	1	49	
3	84	2	14	5	57	0	47	7	65	4	75	8	79	1	71	6	60	9	22	
1	31	7	47	8	58	3	32	4	44	5	47	6	34	0	33	2	69	9	51	
1	44	7	40	2	17	0	62	8	80	6	15	3	29	9	31	5	8	4	97	
2	58	3	61	4	63	9	85	0	57	6	21	7	57	8	32	1	31	5	20	
1	85	0	84	5	56	3	61	9	13	7	80	8	30	2	90	6	67	4	20	
