10	10
0	29	1	52	2	9	3	36	4	46	5	7	6	36	7	43	8	26	9	31	
0	64	2	64	4	75	9	11	3	48	1	29	6	46	5	46	7	88	8	43	
1	58	0	74	3	52	2	74	8	90	5	10	7	7	6	128	9	45	4	27	
1	81	2	95	0	46	4	98	6	9	8	45	7	51	3	75	9	22	5	43	
2	14	0	6	1	33	5	61	3	36	4	69	8	28	7	60	9	83	6	76	
2	84	1	2	5	64	3	95	8	48	9	63	0	25	6	60	4	6	7	16	
1	46	0	37	3	81	2	13	6	17	5	21	9	40	8	61	7	30	4	55	
2	31	0	86	1	25	5	93	4	32	6	88	8	19	9	42	7	36	3	79	
0	53	1	51	3	76	5	51	2	84	9	10	6	43	7	89	4	26	8	61	
1	85	0	19	2	61	6	7	8	42	9	89	5	56	3	52	4	72	7	45	
