30	20
5	66	13	72	3	84	15	26	19	13	9	40	10	44	6	15	12	60	4	60	2	9	14	84	8	90	7	39	16	60	11	44	0	71	17	55	18	50	1	66	
13	46	2	60	15	52	12	12	4	83	9	112	3	44	7	28	5	4	0	32	8	13	14	23	6	55	19	115	1	69	10	16	18	16	17	18	16	61	11	53	
8	88	5	13	2	31	18	29	17	49	14	90	0	44	4	29	11	82	3	73	16	78	7	29	6	68	1	80	12	40	15	33	10	61	19	73	13	98	9	53	
13	36	8	89	0	38	11	61	3	103	14	27	7	61	4	16	18	83	6	50	19	18	5	25	2	102	9	64	10	98	15	16	17	75	1	23	12	30	16	35	
8	32	6	10	2	93	13	26	16	68	11	54	15	16	12	50	9	45	4	33	19	72	17	92	5	68	3	65	7	35	1	75	10	79	18	10	14	65	0	54	
1	10	13	14	10	67	0	23	2	40	12	79	19	5	5	16	17	31	16	50	18	30	4	21	15	7	8	102	7	50	6	105	14	7	11	61	3	74	9	43	
2	18	3	60	16	2	17	55	10	41	15	6	13	85	12	83	9	21	19	47	8	26	0	32	18	93	11	81	14	84	1	6	5	93	7	47	4	14	6	35	
12	51	10	56	17	36	4	79	3	105	11	35	2	102	19	22	8	27	9	84	13	49	14	84	7	47	18	14	15	41	6	72	16	44	1	68	5	71	0	55	
10	43	14	29	3	52	0	58	7	63	17	67	19	8	2	26	11	58	16	98	6	33	4	6	18	92	1	20	13	93	5	76	12	20	15	76	8	4	9	68	
0	27	2	30	3	53	9	57	8	76	12	16	16	66	13	102	4	4	10	17	6	56	19	3	15	8	1	38	5	28	17	86	7	73	14	72	18	42	11	17	
1	54	4	54	0	46	10	87	15	61	11	5	16	43	9	62	19	17	13	44	14	85	8	73	6	99	17	53	18	91	12	4	2	95	7	10	3	64	5	25	
6	32	5	100	9	53	10	3	0	63	2	63	3	91	12	8	11	54	7	32	13	54	8	94	19	99	14	43	16	34	4	46	17	48	1	86	18	20	15	91	
13	27	19	6	11	43	5	84	2	78	15	19	14	78	4	61	3	94	6	52	10	113	1	30	12	31	18	27	9	76	7	11	16	100	17	33	8	90	0	2	
10	72	3	36	4	72	9	47	17	48	8	72	0	76	19	41	2	69	11	67	12	35	1	57	18	7	15	96	5	32	16	42	6	35	14	62	13	1	7	44	
4	14	14	35	8	69	15	28	11	37	9	10	10	38	1	72	17	48	16	75	5	74	18	57	6	78	13	109	19	71	12	64	7	101	3	98	2	85	0	116	
4	33	9	14	18	17	19	65	3	86	17	71	15	2	16	67	5	11	8	24	11	72	14	83	0	30	2	78	1	65	12	86	6	68	10	47	13	44	7	106	
17	67	10	74	13	74	19	2	0	94	12	8	14	24	18	8	2	111	5	73	11	19	16	84	7	13	4	88	8	58	1	90	15	44	6	12	9	47	3	70	
19	90	13	3	9	116	3	6	6	72	17	30	7	75	16	22	5	57	14	61	15	7	18	32	0	19	2	52	1	46	12	95	8	19	11	46	10	84	4	11	
9	55	11	89	17	90	13	91	3	2	1	58	10	25	16	90	0	55	5	96	7	28	6	75	4	52	2	14	18	40	15	59	14	2	19	80	8	6	12	98	
17	56	8	11	13	74	7	34	4	98	0	65	6	17	9	97	16	20	18	56	11	34	5	89	10	9	12	113	2	10	19	72	15	33	14	53	3	93	1	78	
17	81	2	40	7	29	16	104	6	39	12	107	14	75	9	2	3	79	18	42	0	3	4	107	5	98	8	18	1	11	19	83	10	4	11	58	15	20	13	64	
0	58	7	29	16	24	12	24	3	75	6	56	19	103	2	5	10	24	9	73	18	32	8	81	13	4	5	99	11	52	4	27	15	65	1	52	17	84	14	26	
10	5	18	18	4	45	5	70	12	28	6	4	9	1	1	96	11	9	13	88	8	57	7	68	17	111	0	17	2	35	14	55	19	54	15	39	16	12	3	1	
14	55	0	19	5	68	11	68	9	104	19	60	10	38	15	85	2	26	3	52	4	24	18	102	17	3	13	5	12	63	7	43	6	74	1	66	16	59	8	76	
11	85	6	104	18	62	14	57	16	47	0	58	17	74	10	57	9	64	2	54	7	87	4	88	19	56	5	34	8	107	1	75	12	4	15	43	13	39	3	56	
18	44	13	32	10	38	12	93	1	40	9	64	0	89	7	108	2	66	5	88	16	66	6	91	17	33	8	26	14	64	3	7	4	43	11	82	19	70	15	41	
14	70	2	73	19	16	10	4	11	77	16	6	9	57	7	75	15	51	1	99	5	12	13	11	4	27	8	86	18	13	0	98	3	40	12	1	6	53	17	58	
0	37	18	75	8	83	9	38	12	74	17	59	16	44	19	37	15	71	11	56	2	99	13	45	3	37	10	58	5	64	7	102	6	12	4	83	1	50	14	65	
18	57	11	106	9	11	14	78	4	39	0	32	16	62	3	42	8	51	6	40	13	19	15	16	7	40	2	76	10	49	12	38	19	10	17	32	5	66	1	17	
16	31	3	85	9	101	6	26	2	89	18	82	11	36	1	33	4	49	0	75	5	49	7	40	12	99	15	47	8	74	14	13	13	56	19	33	10	91	17	57	
