10	10
0	29	1	78	2	8	3	39	4	49	5	12	6	62	7	56	8	34	9	21	
0	43	2	90	4	75	9	9	3	69	1	28	6	40	5	46	7	72	8	26	
1	91	0	85	3	39	2	74	8	90	5	10	7	12	6	89	9	52	4	33	
1	92	2	95	0	71	4	99	6	9	8	65	7	70	3	98	9	26	5	43	
2	12	0	5	1	22	5	61	3	26	4	69	8	19	7	49	9	72	6	53	
2	84	1	2	5	52	3	95	8	48	9	87	0	47	6	55	4	6	7	25	
1	46	0	37	3	61	2	13	6	32	5	21	9	31	8	89	7	33	4	55	
2	31	0	83	1	46	5	74	4	32	6	88	8	19	9	48	7	36	3	79	
0	91	1	68	3	67	5	51	2	85	9	11	6	43	7	89	4	24	8	74	
1	77	0	13	2	61	6	7	8	64	9	76	5	52	3	52	4	76	7	45	
