10	10
5	11	7	56	2	9	0	29	4	49	3	36	6	62	1	78	8	44	9	21	
0	43	2	90	4	75	9	11	3	69	1	28	6	46	5	46	7	72	8	30	
1	91	2	74	3	39	0	85	8	90	5	10	7	12	9	45	6	89	4	33	
7	85	2	95	4	99	0	71	6	9	8	52	1	81	3	98	9	22	5	43	
2	14	0	6	1	22	5	61	3	26	4	69	8	21	7	49	9	72	6	53	
2	84	1	2	5	52	8	48	3	95	9	72	0	47	6	65	4	6	7	25	
1	46	5	21	3	61	2	13	6	32	0	37	8	89	9	32	7	30	4	55	
2	31	1	46	7	36	9	48	4	32	5	74	6	88	0	86	8	19	3	79	
0	76	1	69	3	76	4	26	2	85	9	11	6	40	7	89	5	51	8	74	
8	64	0	13	2	61	6	7	5	47	4	90	1	85	3	52	9	76	7	45	
