30	20
4	51	16	79	6	18	5	59	3	92	9	48	2	8	15	35	8	90	19	17	10	57	14	68	12	55	7	39	13	72	11	40	0	66	17	55	18	62	1	66	
17	23	6	71	5	4	2	60	16	78	8	14	15	52	19	95	4	83	14	23	9	95	0	31	12	14	13	42	10	17	18	13	3	36	7	28	1	69	11	51	
14	73	2	34	5	12	13	98	17	59	8	93	16	70	4	25	18	32	10	61	1	85	15	35	3	90	0	46	11	82	19	92	7	27	6	82	12	40	9	53	
13	31	5	30	14	24	9	62	10	83	19	18	0	36	12	35	8	95	6	50	3	92	2	93	1	29	17	75	7	70	18	76	11	61	4	15	15	16	16	31	
8	27	3	72	2	93	13	26	11	70	17	83	9	46	12	48	7	45	5	71	19	89	6	10	16	64	1	73	18	12	14	57	10	97	4	37	15	16	0	62	
4	20	17	26	14	7	18	26	2	49	8	96	0	21	16	50	7	50	11	52	13	16	5	20	1	9	10	75	3	73	12	97	15	8	19	5	6	84	9	43	
5	93	17	45	16	3	4	12	8	32	15	6	14	78	11	81	1	6	10	53	3	76	9	21	18	93	0	27	13	83	19	52	7	60	12	77	2	20	6	35	
12	41	2	98	5	71	10	59	11	32	4	89	9	84	6	65	13	49	15	43	8	30	3	87	7	44	19	24	18	16	17	37	16	44	1	83	14	84	0	71	
10	46	3	60	6	38	1	23	17	58	19	8	12	18	4	5	2	33	0	59	14	36	8	4	13	98	11	70	16	93	5	90	18	75	15	62	7	53	9	56	
3	45	14	79	17	86	19	3	15	7	12	14	16	82	8	79	2	31	1	42	6	46	18	43	9	57	0	27	7	67	5	24	10	17	4	4	13	96	11	17	
15	52	13	45	8	65	7	8	4	54	19	15	0	51	3	72	12	5	18	98	6	85	1	72	16	35	10	87	17	49	2	81	11	4	9	62	14	84	5	33	
12	7	16	40	14	57	8	92	10	3	0	63	3	81	1	86	7	39	13	46	4	49	17	57	19	96	11	54	5	86	6	31	2	58	18	20	9	46	15	91	
13	35	19	5	8	80	10	92	16	88	11	43	4	70	12	39	15	20	1	34	2	77	14	84	3	79	18	30	9	65	7	11	5	84	17	32	6	52	0	2	
13	1	19	48	12	30	11	62	3	36	1	48	17	48	9	46	14	52	0	76	4	72	6	30	15	89	2	69	18	7	8	72	5	37	10	59	16	49	7	56	
18	57	11	46	10	38	13	89	2	81	17	50	3	86	9	12	8	61	12	52	5	60	6	63	14	35	1	59	15	23	4	18	7	83	19	71	16	75	0	98	
18	19	13	40	8	21	11	73	15	2	12	98	0	26	5	12	2	94	1	65	4	33	14	83	19	84	16	83	10	45	9	14	6	83	3	69	17	59	7	89	
5	73	16	92	17	63	7	11	1	97	15	38	14	25	2	90	19	2	18	10	0	94	13	80	8	63	11	20	12	11	6	13	10	72	4	85	9	42	3	59	
2	47	13	4	1	46	14	61	19	95	10	75	5	57	16	26	8	19	3	6	18	35	6	67	15	9	0	23	9	95	12	96	17	30	7	88	11	54	4	11	
15	59	17	87	3	2	10	31	8	7	0	53	19	80	6	94	2	13	5	77	9	64	7	25	4	43	1	61	13	91	16	85	14	3	18	40	11	79	12	98	
9	98	0	75	19	95	3	93	5	74	15	33	6	18	13	74	16	20	12	98	2	12	17	56	10	10	14	69	18	72	7	42	4	98	11	34	8	12	1	81	
15	20	2	38	10	4	0	3	8	18	14	95	4	99	9	2	3	79	5	83	11	66	6	38	16	92	7	25	1	12	17	73	18	41	12	91	19	71	13	53	
2	5	7	24	11	63	18	27	19	98	4	25	12	22	17	84	15	61	0	61	3	85	8	99	10	29	1	51	16	24	6	56	9	73	5	99	13	4	14	30	
11	9	13	94	7	72	5	88	0	14	2	41	10	5	19	69	16	12	15	38	8	69	12	30	18	17	4	40	9	1	17	90	6	3	1	96	14	50	3	1	
14	55	0	19	13	5	11	61	9	97	6	73	4	24	7	43	2	24	16	47	19	76	3	62	1	76	18	94	5	61	10	38	17	3	12	84	15	69	8	91	
11	85	6	98	0	58	8	88	15	44	16	63	2	47	10	52	7	73	1	85	4	79	5	38	18	68	12	4	9	59	13	37	19	48	14	57	17	74	3	75	
18	44	7	90	1	40	10	38	11	88	4	49	14	74	8	26	2	74	17	40	16	59	0	80	19	60	5	82	6	91	3	7	9	56	13	32	12	93	15	35	
15	60	3	41	14	75	11	77	8	86	9	57	5	12	7	98	19	13	16	5	6	53	13	14	10	4	12	1	18	13	4	25	1	99	0	93	2	73	17	54	
13	45	3	48	19	30	9	31	4	76	6	14	18	75	16	51	1	42	7	87	2	84	10	62	5	64	0	33	8	97	17	49	15	62	12	84	11	67	14	71	
13	21	12	43	15	19	10	64	4	39	11	98	16	54	14	96	9	11	3	49	18	74	0	31	2	76	8	51	19	9	7	44	6	40	17	30	5	66	1	17	
2	71	1	33	14	17	8	74	5	49	3	77	11	36	7	39	13	62	9	92	0	91	16	31	6	27	10	91	12	91	15	47	4	48	19	28	18	82	17	58	
