30	10
5	95	4	21	9	16	2	34	3	55	8	52	7	26	6	71	1	21	0	53	
8	77	5	98	1	42	7	66	2	31	9	79	4	55	3	39	6	77	0	12	
2	64	0	83	3	34	4	92	8	62	6	54	7	43	1	19	9	79	5	37	
0	93	4	60	3	69	1	87	5	77	2	87	8	24	7	38	6	41	9	83	
3	17	0	44	4	96	8	79	6	75	2	98	5	25	9	77	7	43	1	49	
3	76	2	35	7	95	1	7	5	28	4	61	0	95	8	35	6	9	9	10	
1	91	7	27	8	50	3	16	4	28	5	59	6	52	0	46	2	59	9	43	
1	45	7	71	2	39	5	9	8	14	6	54	3	41	9	43	0	87	4	20	
2	37	3	26	4	33	9	42	1	28	6	89	0	78	8	66	7	8	5	33	
1	74	8	69	5	84	3	27	9	81	7	45	0	69	2	94	6	78	4	96	
6	18	5	76	2	17	0	20	3	87	7	32	9	25	4	24	1	31	8	81	
9	97	8	90	5	28	2	23	0	58	1	72	7	86	6	76	3	99	4	45	
8	27	5	27	4	98	9	48	6	67	0	42	1	46	7	62	3	48	2	17	
5	28	3	19	9	80	1	12	4	94	6	63	7	98	8	50	0	80	2	50	
3	55	1	41	4	61	8	79	5	14	9	72	7	18	2	50	6	37	0	75	
9	22	2	14	4	75	5	57	7	65	8	79	1	71	0	47	3	96	6	60	
0	33	6	34	4	44	1	31	9	51	3	32	2	69	5	58	7	47	8	58	
8	66	0	62	2	17	9	38	3	29	5	8	6	15	7	40	1	44	4	97	
3	50	2	58	6	21	4	63	7	57	8	32	5	20	9	87	0	57	1	39	
3	61	6	67	1	85	2	90	7	70	0	84	8	30	5	56	4	20	9	15	
8	50	0	82	4	18	3	38	7	21	6	29	1	23	5	84	2	45	9	41	
3	54	5	16	9	37	6	62	7	74	8	57	4	54	2	38	0	52	1	52	
4	79	7	89	6	89	0	81	1	61	8	11	5	57	3	68	9	81	2	30	
9	24	1	66	4	32	3	33	8	8	2	20	6	84	0	91	7	55	5	20	
3	54	2	64	0	7	9	40	4	19	1	39	7	8	5	56	6	83	8	7	
1	6	7	98	0	63	6	42	9	15	2	64	4	74	8	61	5	40	3	91	
1	80	6	44	2	87	8	24	9	22	7	39	4	75	0	26	3	75	5	6	
5	8	9	22	6	61	8	26	1	15	3	79	0	12	7	43	2	20	4	80	
0	63	1	36	7	10	5	40	3	96	4	22	9	5	8	18	6	33	2	62	
4	8	1	96	2	64	3	95	8	15	6	38	7	18	9	23	5	64	0	89	
