20	10
7	26	8	52	6	71	9	16	2	34	1	21	5	95	4	21	0	53	3	55	
8	77	5	98	3	39	7	66	0	12	6	77	4	55	9	79	2	31	1	42	
5	37	4	92	3	34	7	43	1	19	9	79	2	64	6	54	0	83	8	62	
6	41	1	87	0	93	8	24	3	69	9	83	7	38	5	77	2	87	4	60	
2	98	5	25	6	75	9	77	1	49	0	44	8	79	3	17	7	43	4	96	
1	7	0	95	5	28	2	35	9	10	8	35	4	61	3	76	7	95	6	9	
3	16	9	43	5	59	4	28	6	52	0	46	2	59	1	91	8	50	7	27	
1	45	9	43	8	14	0	87	4	20	5	9	3	41	7	71	6	54	2	39	
1	28	8	66	0	78	5	33	9	42	2	37	3	26	6	89	4	33	7	8	
4	96	3	27	6	78	5	84	2	94	8	69	1	74	9	81	7	45	0	69	
1	31	7	32	4	24	2	17	6	18	3	87	9	25	8	81	5	76	0	20	
8	90	2	23	5	28	7	86	1	72	6	76	3	99	9	97	4	45	0	58	
1	46	3	48	9	48	4	98	8	27	0	42	7	62	6	67	2	17	5	27	
6	63	1	12	8	50	7	98	5	28	0	80	2	50	3	19	4	94	9	80	
8	79	0	75	4	61	7	18	6	37	5	14	2	50	3	55	9	72	1	41	
0	47	8	79	1	71	3	96	2	14	4	75	7	65	5	57	6	60	9	22	
6	34	3	32	8	58	7	47	4	44	5	58	1	31	0	33	2	69	9	51	
2	17	1	44	5	8	0	62	3	29	6	15	8	66	9	38	7	40	4	97	
8	32	3	50	2	58	1	39	0	57	6	21	9	87	7	57	4	63	5	20	
1	85	3	61	5	56	0	84	7	70	9	15	8	30	2	90	6	67	4	20	
