10	10
0	29	1	78	7	56	3	36	8	44	5	11	6	62	2	9	4	49	9	21	
4	75	2	90	0	43	9	11	6	46	1	28	3	69	5	46	7	72	8	30	
7	12	3	39	2	74	9	45	0	85	8	90	1	91	6	89	5	10	4	33	
1	81	2	95	7	85	4	99	0	71	8	52	6	9	3	98	9	22	5	43	
9	72	0	6	1	22	5	61	4	69	8	21	3	26	2	14	7	49	6	53	
2	84	1	2	5	52	8	48	0	47	6	65	3	95	9	72	4	6	7	25	
1	46	0	37	3	61	2	13	9	32	5	21	6	32	8	89	7	30	4	55	
0	86	5	74	6	88	7	36	9	48	1	46	8	19	4	32	2	31	3	79	
1	69	7	89	2	85	5	51	3	76	9	11	6	40	4	26	0	76	8	74	
2	61	5	47	6	7	9	76	8	64	0	13	1	85	3	52	4	90	7	45	
