30	10
4	21	7	26	9	16	2	34	3	55	8	52	5	95	6	71	1	21	0	53	
8	77	5	98	1	42	7	66	2	31	3	37	6	77	9	79	4	59	0	12	
2	64	4	92	3	28	1	19	8	64	6	54	7	43	0	96	9	84	5	37	
0	93	8	25	3	81	7	38	5	77	2	87	4	60	6	41	1	102	9	83	
9	77	0	43	4	96	8	77	6	75	2	98	5	25	3	17	7	43	1	49	
3	80	2	35	5	28	0	95	7	84	4	61	8	39	1	7	6	9	9	10	
1	91	7	27	8	50	3	17	4	30	5	59	6	52	0	46	2	59	9	43	
1	45	7	71	2	43	0	87	8	14	6	54	3	40	9	47	5	9	4	20	
2	37	3	26	4	33	9	42	0	63	6	89	7	9	8	68	1	28	5	33	
1	74	0	69	5	84	3	27	9	81	7	45	8	69	2	106	6	78	4	96	
5	76	7	32	6	19	0	20	3	87	2	17	9	25	4	21	1	31	8	81	
9	97	8	84	5	28	7	86	0	56	1	72	2	23	6	81	3	99	4	45	
9	48	5	27	6	76	7	62	4	98	0	42	1	46	8	27	3	48	2	17	
9	80	3	19	5	28	1	12	4	94	6	63	7	98	8	50	0	80	2	50	
2	58	1	41	4	61	8	79	5	14	9	83	7	20	3	55	6	37	0	87	
9	22	5	57	4	75	2	14	7	58	3	96	1	71	0	46	8	79	6	54	
3	32	2	69	4	44	1	31	9	51	0	33	6	34	5	70	7	47	8	58	
8	66	7	40	2	14	0	62	9	38	5	8	6	15	3	29	1	44	4	97	
3	50	2	49	6	21	4	70	7	57	8	32	5	20	9	87	0	57	1	38	
4	20	6	67	1	85	2	90	7	70	0	82	8	30	5	59	3	61	9	15	
6	26	0	83	4	18	3	38	7	21	8	50	1	23	5	84	2	45	9	36	
3	54	9	37	6	62	5	17	0	51	8	48	4	48	2	35	7	74	1	52	
4	79	1	61	8	11	0	81	7	89	6	89	5	57	3	67	9	81	2	30	
9	24	1	66	4	37	3	33	8	8	2	24	6	84	0	99	7	54	5	20	
3	54	2	64	6	83	9	40	7	8	0	7	4	19	5	56	1	39	8	8	
1	6	4	74	0	63	2	64	9	18	6	42	7	109	8	67	5	40	3	97	
1	80	3	75	0	26	2	87	9	22	7	39	8	24	4	75	6	44	5	6	
5	8	3	88	6	61	1	15	0	11	7	43	8	26	9	22	2	20	4	80	
1	36	0	63	7	10	4	22	3	96	5	46	9	5	8	21	6	33	2	62	
4	8	8	15	2	74	3	79	1	96	6	38	7	16	9	23	5	64	0	105	
