10	10
0	32	1	78	2	9	3	39	4	49	5	11	6	62	7	61	8	45	9	23	
0	44	2	83	4	82	9	11	3	69	1	28	6	46	5	46	7	72	8	28	
1	89	0	85	3	36	2	74	8	98	5	10	7	11	6	86	9	45	4	33	
1	83	2	104	0	77	4	99	6	9	8	50	7	84	3	102	9	22	5	43	
2	14	0	6	1	22	5	56	3	26	4	69	8	19	7	44	9	78	6	57	
2	84	1	2	5	50	3	95	8	46	9	65	0	49	6	68	4	6	7	25	
1	48	0	38	3	63	2	13	6	32	5	21	9	32	8	86	7	30	4	53	
2	31	0	86	1	46	5	74	4	32	6	88	8	21	9	48	7	34	3	86	
0	76	1	69	3	78	5	47	2	81	9	11	6	40	7	89	4	26	8	74	
1	86	0	12	2	57	6	7	8	64	9	76	5	50	3	53	4	90	7	45	
