20	10
8	52	7	26	6	71	9	16	2	34	1	21	5	95	4	21	0	53	3	55	
4	55	5	98	3	43	9	79	0	12	8	77	6	77	7	66	2	31	1	42	
5	37	4	92	2	64	6	54	1	19	7	46	0	83	3	34	9	79	8	62	
1	80	5	77	0	93	3	69	2	87	7	38	8	24	6	41	9	83	4	60	
2	98	5	25	6	75	9	89	1	49	3	17	8	79	0	44	7	43	4	96	
1	7	4	57	0	95	2	35	9	10	8	35	5	28	3	76	7	95	6	9	
5	58	9	43	0	46	4	29	6	52	3	16	2	59	1	91	8	50	7	29	
5	9	9	43	8	14	7	71	4	18	6	59	3	41	0	77	1	46	2	39	
1	28	8	66	0	78	2	37	9	42	3	26	5	33	6	89	4	33	7	8	
4	112	3	27	6	78	5	84	2	94	8	69	1	74	9	81	7	45	0	75	
4	23	7	28	9	25	2	15	3	87	8	81	5	80	6	18	1	31	0	20	
8	90	5	28	1	72	7	86	2	23	3	116	6	76	9	102	4	45	0	62	
2	17	4	97	3	55	1	52	8	27	6	67	7	62	0	42	9	48	5	22	
0	80	8	50	3	19	7	98	5	28	2	50	4	94	6	63	1	12	9	80	
9	72	0	75	4	60	8	79	6	37	2	50	5	14	3	55	7	18	1	41	
3	96	2	14	5	57	0	47	7	77	4	68	8	72	1	66	6	60	9	22	
1	35	7	47	8	58	3	32	4	45	5	58	6	34	0	27	2	74	9	51	
1	52	7	40	2	17	0	62	8	58	6	15	3	29	9	38	5	8	4	97	
2	58	3	55	4	50	9	87	0	57	6	21	7	57	8	32	1	39	5	17	
1	85	0	83	5	56	3	61	9	15	7	70	8	30	2	90	6	67	4	20	
